title,address,neighborhood,street,city,postalCode,state,countryCode,website,emails,phone,location/lat,location/lng,plusCode,categoryName,totalRating,reviewsCount
Levi's Exclusive Store,"Ground Floor 88-89, Patch Area, Bhilwara, Rajasthan 311001, India","Sindhu Nagar, Shastri Nagar","Ground Floor 88-89, Patch Area",Bhilwara,311001,Rajasthan,IN,https://stores.levi.in/levi-s-exclusive-store-clothing-shop-patch-area-bhilwara-329333/Home?utm_source=locator&utm_medium=googleplaces,,+91 1482 230 365,25.3439112,74.6392576,"8JVQ+HP Bhilwara, Rajasthan, India",Clothing store,4.1,82
Levi's Exclusive Store,"32B, Empress City Mall,, Near Gandhi Sagar Lake, Cotton Market, Empress City, Nagpur, Maharashtra 440018, India","Near Gandhi Sagar Lake, Cotton Market, Empress City","32B, Empress City Mall,",Nagpur,440018,Maharashtra,IN,http://levi.in/,,,21.1481237,79.0938695,"43XV+6G Nagpur, Maharashtra, India",Clothing store,4,54
Levi's Exclusive Store,"Plot No-52, Chat Chauraha, Khalasi Line, Swaroop Nagar, Kanpur, Uttar Pradesh 208002, India","Chat Chauraha, Khalasi Line, Swaroop Nagar",Plot No-52,Kanpur,208002,Uttar Pradesh,IN,https://stores.levi.in/levi-s-exclusive-store-clothing-shop-swaroop-nagar-kanpur-344968/Home?utm_source=locator&utm_medium=googleplaces,,+91 87911 54003,26.4828845,80.3171592,"F8M8+5V Kanpur, Uttar Pradesh, India",Clothing store,3.8,11
Levi's Exclusive Store,"2nd Floor, Phoenix Mills Compound, S32, 33, Senapati Bapat Marg, next to Nykaa Luxe Store, Lower Parel, Mumbai, Maharashtra 400013, India",Lower Parel,"2nd Floor, Phoenix Mills Compound, S32, 33, Senapati Bapat Marg, next to Nykaa Luxe Store",Mumbai,400013,Maharashtra,IN,https://stores.levi.in/levi-s-exclusive-store-clothing-shop-lower-parel-mumbai-481906/Home?utm_source=locator&utm_medium=googleplaces,,+91 90829 45839,18.9948001,72.8235923,"XRVF+WC Mumbai, Maharashtra, India",Clothing store,5,3
Levi's Exclusive Store,"Shop No 4, Golden Icon, opp. BSNL Bird Circle, Chikuwadi, Alkapuri, Vadodara, Gujarat 390007, India","Chikuwadi, Alkapuri","Shop No 4, Golden Icon, opp. BSNL Bird Circle",Vadodara,390007,Gujarat,IN,https://stores.levi.in/levi-s-exclusive-store-clothing-shop-alkapuri-vadodara-342739/Home,,+91 265 352 2781,22.3080393,73.1657626,"8558+68 Vadodara, Gujarat, India",Clothing store,4.3,26
Levi's Exclusive Store,"No G1, V3S MALL, Plot No 12, 92 to 94, Laxmi Nagar, New Delhi, Delhi 110092, India","Veer Savarkar Block, Laxmi Nagar","No G1, V3S MALL, Plot No 12, 92 to 94","New Delhi, Delhi",110092,Delhi,IN,https://stores.levi.in/levi-s-exclusive-store-clothing-shop-laxmi-nagar-new-delhi-329146/Home?utm_source=locator&utm_medium=googleplaces,,+91 11 4302 8368,28.6369752,77.2862633,"J7PP+QG New Delhi, Delhi, India",Clothing store,4,118
Levi's Exclusive Store,"Shop No 6&7, 1st, Zsquare, Mall, Mall Rd, Khas Bazar, Shiwala, Patkapur, Kanpur, Uttar Pradesh 208001, India","Khas Bazar, Shiwala, Patkapur","Shop No 6&7, 1st, Zsquare, Mall, Mall Rd",Kanpur,208001,Uttar Pradesh,IN,https://stores.levi.in/levi-s-exclusive-store-clothing-shop-mall-road-kanpur-329292/Home?utm_source=locator&utm_medium=googleplaces,,+91 512 230 3309,26.4700112,80.3499752,"F8CX+2X Kanpur, Uttar Pradesh, India",Clothing store,4,81
Levi's Exclusive Store,"Shop No 10, Ground Floor, srmt mall, Lalitha Nagar, Kakinada, Ramanayyapeta, Andhra Pradesh 533005, India",Lalitha Nagar,"Shop No 10, Ground Floor, srmt mall","Kakinada, Ramanayyapeta",533005,Andhra Pradesh,IN,https://stores.levi.in/levi-s-exclusive-store-clothing-shop-lalitha-nagar-kakinada-329359/Home?utm_source=locator&utm_medium=googleplaces,,+91 884 679 4110,16.997657,82.241617,"X6XR+3J Lalitha Nagar, Ramanayyapeta, Andhra Pradesh, India",Clothing store,4.9,909
Levi's Exclusive Store,"Shop No UG-34, Surya Treasure Island Mall, Near Bsr Apollo Hospital, Junwani, Bhilai, Chhattisgarh 490020, India",,"Shop No UG-34, Surya Treasure Island Mall, Near Bsr Apollo Hospital, Junwani","Bhilai, Surya Vihar",490020,Chhattisgarh,IN,https://stores.levi.in/levi-s-exclusive-store-clothing-shop-junwani-durg-329369/Home?utm_source=locator&utm_medium=googleplaces,,+91 99770 03932,21.2183796,81.3225347,"689F+92 Bhilai, Chhattisgarh, India",Clothing store,3.9,49
Levi's Exclusive Store-Pune,"Jangali Maharaj Rd, opp. of Sambhaji park, next to Van hussen store, Shivajinagar, Pune, Maharashtra 411004, India",Shivajinagar,"Jangali Maharaj Rd, opp. of Sambhaji park, next to Van hussen store",Pune,411004,Maharashtra,IN,http://levi.in/,,+91 92721 23472,18.5213739,73.846763,"GRCW+GP Pune, Maharashtra, India",Clothing store,4,522
Levi's Exclusive Store,"Shop No. G5 & G4, Rajendra Point, Mahatma Gandhi Rd, Ramnagar Colony, Civil Lines, Agra, Uttar Pradesh 282002, India","Ramnagar Colony, Civil Lines","Shop No. G5 & G4, Rajendra Point, Mahatma Gandhi Rd",Agra,282002,Uttar Pradesh,IN,https://stores.levi.in/levi-s-exclusive-store-clothing-shop-rajender-point-agra-329477/Home,,+91 562 404 4764,27.2007547,78.0031849,"6223+87 Agra, Uttar Pradesh, India",Clothing store,4.4,178
Levi's Exclusive Store,"F-9,10,11, 1st Floor, Deendayal City Mall, Maharani Laxmibai Marg, Gwalior, Madhya Pradesh 474002, India","Phool Bagh, Shinde Ki Chhawani","F-9,10,11, 1st Floor, Deendayal City Mall, Maharani Laxmibai Marg",Gwalior,474002,Madhya Pradesh,IN,http://levi.in/,,+91 99770 03867,26.2093683,78.1662437,"6558+PF Gwalior, Madhya Pradesh, India",Clothing store,4.2,25
Levi's Exclusive Store - Bidar,"Ground Floor, Rachamma Complex, 8-9-30, Udgir Rd, Jail Colony, Nawadgeri, Bidar, Karnataka 585401, India","Jail Colony, Nawadgeri","Ground Floor, Rachamma Complex, 8-9-30, Udgir Rd",Bidar,585401,Karnataka,IN,http://levi.in/,,+91 87222 69062,17.9205713,77.5125264,"WGC7+62 Bidar, Karnataka, India",Clothing store,4.8,76
Levi's Store,"AVRS FACTORY OUTLET, Vaishnavi Complex, near police station chauk, Khaga, Uttar Pradesh 212655, India",,"AVRS FACTORY OUTLET, Vaishnavi Complex, near police station chauk",Khaga,212655,Uttar Pradesh,IN,,,+91 87370 88409,25.7721677,81.1039647,"Q4C3+VH Khaga, Uttar Pradesh, India",Clothing store,4,6
Levi's Exclusive Store,"UGF CTS No 1205, Shop No 1, Final, Plot No 569/2/10, Jangali Maharaj Rd, opposite Sambhaji Maharaj Garden, Deccan Gymkhana, Pune, Maharashtra 411004, India",Deccan Gymkhana,"UGF CTS No 1205, Shop No 1, Final, Plot No 569/2/10, Jangali Maharaj Rd, opposite Sambhaji Maharaj Garden",Pune,411004,Maharashtra,IN,https://stores.levi.in/levi-s-exclusive-store-clothing-shop-deccan-gymkhana-pune-374942/Home?utm_source=locator&utm_medium=googleplaces,,+91 92721 23472,18.5213154,73.8467338,"GRCW+GM Pune, Maharashtra, India",Clothing store,5,31
Levi's Exclusive Store,"No 46/3, SN A/1 & 2, Sardar Patel Marg, Civil Lines, Prayagraj, Uttar Pradesh 211001, India",Civil Lines,"No 46/3, SN A/1 & 2, Sardar Patel Marg",Prayagraj,211001,Uttar Pradesh,IN,https://stores.levi.in/levi-s-exclusive-store-clothing-shop-civil-lines-prayagraj-329406/Home?utm_source=locator&utm_medium=googleplaces,,+91 532 240 0022,25.4499949,81.8400087,"CRXR+X2 Prayagraj, Uttar Pradesh, India",Clothing store,3.8,161
Levi's Exclusive Store,"Shop No 12/13, LGF, World Trade Park, Jawahar Lal Nehru Marg, Block B, D-Block, Malviya Nagar, Jaipur, Rajasthan 302017, India","Block B, D-Block, Malviya Nagar","Shop No 12/13, LGF, World Trade Park, Jawahar Lal Nehru Marg",Jaipur,302017,Rajasthan,IN,https://stores.levi.in/levi-s-exclusive-store-marda-wtp-mall-jaipur-clothing-shop-jawahar-lal-nehru-road-jaipur-530242/Home?utm_source=locator&utm_medium=googleplaces,,+91 141 411 0694,26.8528278,75.8049354,"VR33+4X Jaipur, Rajasthan, India",Clothing store,4.2,50.5
Levi's Exclusive Store,"Gr Floor, Fair View Mall, Shop No 3, 97/C, Marris Road, Aligarh, Uttar Pradesh 201101, India",,"Gr Floor, Fair View Mall, Shop No 3, 97/C, Marris Road",Aligarh,201101,Uttar Pradesh,IN,https://stores.levi.in/levi-s-exclusive-store-clothing-shop-marris-road-aligarh-329165/Home?utm_source=locator&utm_medium=googleplaces,,+91 571 270 4444,27.900001,78.070001,"W32C+22 Aligarh, Uttar Pradesh, India",Clothing store,4.5,90
Levi's Store,"Anjuman Complex, 5 - A, Residency Rd, Sadar, Nagpur, Maharashtra 440001, India",Sadar,"Anjuman Complex, 5 - A, Residency Rd",Nagpur,440001,Maharashtra,IN,,,,21.1633535,79.0799355,"537H+8X Nagpur, Maharashtra, India",Clothing store,3.9,9
Levi's Exclusive Store,"Unit No U/2, UGF, Plot No 236, W High Ct Rd, Dharampeth, Nagpur, Maharashtra 440010, India",Dharampeth,"Unit No U/2, UGF, Plot No 236, W High Ct Rd",Nagpur,440010,Maharashtra,IN,https://stores.levi.in/levi-s-exclusive-store-clothing-shop-dharampeth-nagpur-329230/Home?utm_source=locator&utm_medium=googleplaces,,+91 70301 56000,21.1435983,79.0613807,"43V6+CH Nagpur, Maharashtra, India",Clothing store,4.2,35
Levi's Exclusive Store,"South Avenue Mall, No G/8 & G/9, Narmada - Gwarighat Rd, Bhim Nagar, Polipather, Jabalpur, Madhya Pradesh 482008, India","Bhim Nagar, Polipather","South Avenue Mall, No G/8 & G/9, Narmada - Gwarighat Rd",Jabalpur,482008,Madhya Pradesh,IN,https://stores.levi.in/levi-s-exclusive-store-clothing-shop-polipather-jabalpur-329444/Home?utm_source=locator&utm_medium=googleplaces,,+91 99770 03417,23.123982,79.9272221,"4WFG+HV Jabalpur, Madhya Pradesh, India",Clothing store,4.2,25
Levi's Exclusive Store,"Moti Building, near Prem Book Shop, Sadar, Jabalpur, Madhya Pradesh 482001, India",Sadar,"Moti Building, near Prem Book Shop",Jabalpur,482001,Madhya Pradesh,IN,https://stores.levi.in/levi-s-exclusive-store-clothing-shop-sadar-jabalpur-329249/Home?utm_source=locator&utm_medium=googleplaces,,+91 99770 02750,23.1543779,79.9478443,"5W3X+Q4 Jabalpur, Madhya Pradesh, India",Clothing store,4.2,114
Levi's Exclusive Store,"Ground Floor, G12, DB City Mall, Zone-I, Maharana Pratap Nagar, Bhopal, Madhya Pradesh 462011, India","DB City Mall, Zone-I, Maharana Pratap Nagar","Ground Floor, G12",Bhopal,462011,Madhya Pradesh,IN,https://stores.levi.in/levi-s-exclusive-store-clothing-shop-zone-1-bhopal-329226/Home?utm_source=locator&utm_medium=googleplaces,,+91 99770 96663,23.2319317,77.4300025,"6CJJ+Q2 Bhopal, Madhya Pradesh, India",Clothing store,3.6,9
Levi's Exclusive Store,"10 No. market, SSD Complex, E/4/31, Arera Colony, Bhopal, Madhya Pradesh 462016, India","E-4, Arera Colony","10 No. market, SSD Complex, E/4/31",Bhopal,462016,Madhya Pradesh,IN,https://stores.levi.in/levi-s-exclusive-store-clothing-shop-arera-colony-bhopal-329277/Home?utm_source=locator&utm_medium=googleplaces,,+91 78801 05729,23.2144206,77.4346503,"6C7M+QV Bhopal, Madhya Pradesh, India",Clothing store,4.7,14
Levi's Exclusive Store,"1st Flr, Trillium Mall, Unit No 4 & 5, Medical Chowk, Rambagh Layout, Untkhana, Nagpur, Maharashtra 440003, India","Rambagh Layout, Untkhana","1st Flr, Trillium Mall, Unit No 4 & 5, Medical Chowk",Nagpur,440003,Maharashtra,IN,https://stores.levi.in/levi-s-exclusive-store-clothing-shop-untkhana-nagpur-329193/Home?utm_source=locator&utm_medium=googleplaces,,+91 712 678 1079,21.132979,79.096506,"43MW+5J Nagpur, Maharashtra, India",Clothing store,3.7,10
Levi's Exclusive Store,"Ground Floor & 1st Floor, Plot No 176/1, Sadar Bazar, Cantt, Jhansi, Uttar Pradesh 284001, India","Sadar Bazar, Cantt","Ground Floor & 1st Floor, Plot No 176/1",Jhansi,284001,Uttar Pradesh,IN,https://stores.levi.in/levi-s-exclusive-store-clothing-shop-sadar-bazar-jhansi-329164/Home?utm_source=locator&utm_medium=googleplaces,,+91 510 247 1699,25.440001,78.570001,"CHRC+22 Jhansi, Uttar Pradesh, India",Clothing store,4.7,130
Levi's Exclusive Store,"B18, Nagarjuna Hills, Punjagutta, Hyderabad, Telangana 500082, India","Nagarjuna Hills, Punjagutta",B18,Hyderabad,500082,Telangana,IN,https://stores.levi.in/levi-s-exclusive-store-clothing-shop-punjagutta-hyderabad-329279/Home?utm_source=locator&utm_medium=googleplaces,,+91 99898 20927,17.4288332,78.4501984,"CFH2+G3 Hyderabad, Telangana, India",Clothing store,4.8,475
"Levi's Exclusive Store - SBE-Annanagar, Chennai","Block AD, 12, 2nd Ave, AB Block, Shanthi Colony, Anna Nagar, Chennai, Tamil Nadu 600040, India","AB Block, Shanthi Colony, Anna Nagar","Block AD, 12, 2nd Ave",Chennai,600040,Tamil Nadu,IN,https://stores.levi.in/levi-s-exclusive-store-clothing-shop-anna-nagar-chennai-329423/Home?utm_source=locator&utm_medium=googleplaces,,+91 44 3500 8398,13.0845728,80.2134008,"36M7+R9 Chennai, Tamil Nadu, India",Clothing store,4.7,1480
Levi's Exclusive Store,"Door No 5, 7/192, Hyderabad Rd, Pragathi Nagar, Nizamabad, Telangana 503003, India",Pragathi Nagar,"Door No 5, 7/192, Hyderabad Rd",Nizamabad,503003,Telangana,IN,https://stores.levi.in/levi-s-exclusive-store-clothing-shop-pragathi-nagar-nizamabad-329390/Home?utm_source=locator&utm_medium=googleplaces,,+91 84623 50001,18.669142,78.1046077,"M493+MR Nizamabad, Telangana, India",Clothing store,4.9,538
Levi's Exclusive Store,,,,,,,,https://stores.levi.in/levi-s-exclusive-store-clothing-shop-electonic-city-bengaluru-367427/Home?utm_source=locator&utm_medium=googleplaces,,+91 90357 73762,12.841754,77.676651,"RMRG+PM Bengaluru, Karnataka, India",Clothing store,4.7,62
Levi's Exclusive Store,"No 37/1844, Seaport - Airport Rd, near Bharat Matha College, Thrikkakara, Kochi, Kakkanad, Kerala 682021, India",Thrikkakara,"No 37/1844, Seaport - Airport Rd, near Bharat Matha College","Kochi, Kakkanad",682021,Kerala,IN,https://stores.levi.in/levi-s-exclusive-store-felix-kakkanad-clothing-shop-thrikkakara-kochi-481904/Home?utm_source=locator&utm_medium=googleplaces,,+91 99472 84511,10.026609,76.337631,"28GQ+J3 Kochi, Kerala, India",Clothing store,5,33
Levi's Exclusive Store,"Ground Flr, Arafa Complex Flyover Junction, Room No, 10/68, Cherooty Rd, Kozhikode, Kerala 673032, India",Vellayil,"Ground Flr, Arafa Complex Flyover Junction, Room No, 10/68, Cherooty Rd",Kozhikode,673032,Kerala,IN,https://stores.levi.in/levi-s-exclusive-store-clothing-shop-cherooty-road-kozhikode-329191/Home?utm_source=locator&utm_medium=googleplaces,,+91 495 460 7883,11.2568857,75.7758705,"7Q4G+Q8 Kozhikode, Kerala, India",Clothing store,4.1,40
Levi's Exclusive Store,"B, Near, Mc Donald, Inner Circle, Connaught Place, New Delhi, Delhi 110001, India","Inner Circle, Block B, Connaught Place","B, Near, Mc Donald",New Delhi,110001,Delhi,IN,https://stores.levi.in/levi-s-exclusive-store-clothing-shop-inner-circle-new-delhi-329414/Home?utm_source=locator&utm_medium=googleplaces,,+91 11 4567 4047,28.6340992,77.2188951,"J6M9+JH New Delhi, Delhi, India",Clothing store,4.1,438
Levi's Exclusive Store,"No 49, Orion Uptown Mall, Kattamnallur Bidarahalli, Hobli, near Brigade Golden Triangle, Huskuru, Bengaluru, Karnataka 562112, India",Huskuru,"No 49, Orion Uptown Mall, Kattamnallur Bidarahalli, Hobli, near Brigade Golden Triangle",Bengaluru,562112,Karnataka,IN,https://stores.levi.in/levi-s-exclusive-store-clothing-shop-huskuru-bengaluru-329509/Home?utm_source=locator&utm_medium=googleplaces,,+91 80 6836 5434,12.6996679,77.4745669,"MFXF+VR Bengaluru, Karnataka, India",Clothing store,4.2,50.5
Levi's Exclusive Store,"KP Tower, Mavoor Rd, near Arayidathupalam, Kozhikode, Kerala 673661, India",,"KP Tower, Mavoor Rd, near Arayidathupalam",Kozhikode,673661,Kerala,IN,https://stores.levi.in/levi-s-exclusive-store-clothing-shop-mavoor-road-kozhikode-329335/Home?utm_source=locator&utm_medium=googleplaces,,+91 495 485 2157,11.270001,75.920001,"7WCC+22 Kozhikode, Kerala, India",Clothing store,5,3
Levi's Exclusive Store,"Elegant Mall, 323, Sarada College Rd, KMS Garden, Fairlands, Salem, Tamil Nadu 636016, India","KMS Garden, Fairlands","Elegant Mall, 323, Sarada College Rd",Salem,636016,Tamil Nadu,IN,https://stores.levi.in/levi-s-exclusive-store-clothing-shop-fairlands-salem-329179/Home?utm_source=locator&utm_medium=googleplaces,,+91 427 429 9299,11.680019,78.1500019,"M5J2+22 Salem, Tamil Nadu, India",Clothing store,4.8,716
Levi's Exclusive Store,"No 7, Ground Floor, Providence Mall, Venkata Subba Reddiar Roundabout, Ambedkar Nagar, Orleanpet, Puducherry, 605001, India","Ambedkar Nagar, Orleanpet","No 7, Ground Floor, Providence Mall, Venkata Subba Reddiar Roundabout",Puducherry,605001,Puducherry,IN,https://stores.levi.in/levi-s-exclusive-store-clothing-shop-venkata-subha-reddiar-salai-puducherry-329386/Home?utm_source=locator&utm_medium=googleplaces,,+91 88709 48178,11.9288608,79.820326,"WRHC+G4 Puducherry, India",Clothing store,4.9,402
Levi's store,"Shop number f5 1st floor vr mall, no 44, Jawaharlal Nehru Salai, Anna Nagar, Chennai, Tamil Nadu 600040, India","Thirumangalam, Anna Nagar","Shop number f5 1st floor vr mall, no 44, Jawaharlal Nehru Salai",Chennai,600040,Tamil Nadu,IN,https://www.levi.in/,,+91 44 6191 5160,13.081018,80.196136,"35JW+CF Chennai, Tamil Nadu, India",Clothing store,4.8,788
Levi's Exclusive Store,"Modayil Centre Point, Warriam, Junction, Mahatma Gandhi Rd, Kochi, Kerala 682016, India",Pallimukku,"Modayil Centre Point, Warriam, Junction, Mahatma Gandhi Rd","Kochi, Ernakulam",682016,Kerala,IN,http://levi.in/,,+91 484 402 5276,9.9652232,76.286391,"X78P+3H Kochi, Kerala, India",Clothing store,4.2,168
Levi's Exclusive Store,"Sanket Enclave, Gokul Rd, opp. Puma Store, Basaveshvar Nagar, Hubballi, Karnataka 580030, India",Basaveshvar Nagar,"Sanket Enclave, Gokul Rd, opp. Puma Store",Hubballi,580030,Karnataka,IN,https://stores.levi.in/,,+91 83101 69305,15.35183,75.1015215,"9422+PJ Hubballi, Karnataka, India",Clothing store,4.9,270
Levi's Exclusive Store,"Modayil Centre Point Warriam Road, Junction, MG Road, Ernakulam, Kerala 682016, India","Eroor South, Eroor","Modayil Centre Point Warriam Road, Junction, MG Road",Ernakulam,682016,Kerala,IN,https://stores.levi.in/levi-s-exclusive-store-clothing-shop-mg-road-ernakulam-342731/Home?utm_source=locator&utm_medium=googleplaces,,+91 484 402 5276,9.9652232,76.320001,"X88C+32 Ernakulam, Kerala, India",Clothing store,4.2,50.5
Levi's Exclusive Store  Pottammal,"KP Tower, Kuthiravattam Link Rd, near Kalyan Jewellers and Sagar Hotel, near Arayidathupalam, Opposite Soubhagya Apartments, Kottooli, Kozhikode, Kerala 673016, India","Opposite Soubhagya Apartments, Kottooli","KP Tower, Kuthiravattam Link Rd, near Kalyan Jewellers and Sagar Hotel, near Arayidathupalam",Kozhikode,673016,Kerala,IN,https://stores.levi.in/,,+91 495 461 1011,11.2583939,75.7962515,"7Q5W+9G Kozhikode, Kerala, India",Clothing store,4.4,123
Levi's Exclusive Store,"AI Wahad Complex, opposite PWD Resthouse, Changuvetty, Kottakkal, Kerala 676503, India",,"AI Wahad Complex, opposite PWD Resthouse","Changuvetty, Kottakkal",676503,Kerala,IN,https://stores.levi.in/levi-s-exclusive-store-clothing-shop-changuvetty-kottakkal-342749/Home?utm_source=locator&utm_medium=googleplaces,,+91 483 435 6558,10.9950528,75.9923968,"XXWR+2X Changuvetty, Kerala, India",Clothing store,4.8,15
Levi's Exclusive Store,"Langval Mall, Nirmala nagar RESIDENTIAL AREA, Thanjavur, Tamil Nadu 613007, India",Nirmala nagar RESIDENTIAL AREA,Langval Mall,Thanjavur,613007,Tamil Nadu,IN,https://stores.levi.in/location/tamil-nadu,,,10.7664724,79.126647,"Q48G+HM Thanjavur, Tamil Nadu, India",Clothing store,5,137
Levi's Exclusive Store,"35A, Velachery Tambaram Road, Sabai Colony Opp to Vani Hospital Sembakkam, Tambaram, Rajakilpakkam, Tamil Nadu 600073, India","Sabai Colony, Tambaram","35A, Velachery Tambaram Road, Sabai Colony Opp to Vani Hospital Sembakkam",Rajakilpakkam,600073,Tamil Nadu,IN,https://stores.levi.in/levi-s-exclusive-store-clothing-shop-rajakilpakkam-chennai-342730/Home?utm_source=locator&utm_medium=googleplaces,,+91 96779 09111,12.9228657,80.150144,"W5F2+43 Rajakilpakkam, Tamil Nadu, India",Clothing store,4.8,262
Levis,"268, Avinashi - Tiruppur Rd, near Sleek Showroom, Kumar Nagar, Murungapalayam, Odakkadu, Tiruppur, Tamil Nadu 641602, India","Kumar Nagar, Murungapalayam, Odakkadu","268, Avinashi - Tiruppur Rd, near Sleek Showroom",Tiruppur,641602,Tamil Nadu,IN,https://www.levi.in/,,+91 421 350 0208,11.1133424,77.335784,"487P+88 Tiruppur, Tamil Nadu, India",Clothing store,4.9,1219
Levi's Exclusive Store,"Shop No F61, Sakthi Rd, Saravanampatti, Siranandha Puram, Coimbatore, Tamil Nadu 641035, India",Saravanampatti,"Shop No F61, Sakthi Rd","Siranandha Puram, Coimbatore",641035,Tamil Nadu,IN,https://stores.levi.in/levi-s-exclusive-store-clothing-shop-sivanandhapuram-coimbatore-329402/Home?utm_source=locator&utm_medium=googleplaces,,+91 422 662 8140,11.055312,76.9940223,"3X4V+4J Siranandha Puram, Tamil Nadu, India",Clothing store,4.9,851
